epoch,trainLoss,trainTop5Acc,trainBatchTime,trainDataTime,valLoss,valTop5Acc,bleu1,bleu2,bleu3,bleu4
0,3.382439820271202,62.8654297396327,0.1748795509338379,0.0003525791398715228,7.83448258888209,30.305352901310236,0.7237737176083778,0.5278877822913551,0.3804256357044845,0.2663458861425405
1,2.8406597518416343,69.84133492269764,0.1745990663766861,0.00033328006975352764,8.011410545115401,30.514120270333773,0.7333447999082674,0.5412146898444681,0.3925708558564816,0.2775055693065311
2,2.701789053819465,71.67009939369633,0.17456910014152527,0.0003228624118492007,8.06383735690477,30.74855448576871,0.7336144990311182,0.5400949407656677,0.39421893325972057,0.2797987395451664
3,2.620877558620543,72.74196531437526,0.17958828806877136,0.0003245418192818761,8.137400820775222,31.009471276191785,0.7405192642494891,0.5498432711872115,0.4024342610179633,0.287940394823699
4,2.56488891186709,73.50697764100397,0.17773306369781494,0.0003259103687014431,8.132959922324954,30.98193461132803,0.7445066296059798,0.5525500922251956,0.40575335406934665,0.2908909682738065
5,2.522211394059705,74.07738522985703,0.17381702363491058,0.000343148538377136,8.262715870594027,30.982544342420585,0.7483994878361075,0.5567182484897734,0.4094700897898109,0.2953740476499261
6,2.489488556678968,74.5097668060053,0.17680397629737854,0.00038773060077801347,8.212405179854226,31.262531448231893,0.7444431907931851,0.5531119291303117,0.4075426814052756,0.2938457156588893
7,2.461959431590079,74.88892965635908,0.17665782570838928,0.0003939172311220318,8.232835935770572,31.149280097108292,0.7484035759897829,0.5591759025805211,0.4136157034405815,0.30025803737723006
8,2.439210278805447,75.20259284013171,0.17404991388320923,0.0003488062066026032,8.30378805235368,31.367855195558068,0.7507912584777694,0.5618698517417342,0.4183365781590597,0.3061067980469012
9,2.41977573683843,75.47260198927334,0.1738593578338623,0.0003416412218939513,8.318564319406226,31.307922673579636,0.747333571603243,0.5587854258401896,0.4141595184479059,0.30036983586780647
10,2.4028069785917667,75.68419082802724,0.1739848554134369,0.0003431793302297592,8.400354247320587,31.30571809726219,0.748891074775895,0.5624563166514782,0.41841674175174465,0.304659506636636
11,2.3876936507632474,75.90504671368862,0.1741003692150116,0.000350923219230026,8.348704101475702,31.358707455936624,0.7517328762018335,0.5653966490113504,0.42172241100099345,0.30799149498908335
12,2.3746630851620094,76.07336705845823,0.17438538372516632,0.00035161752020940185,8.386293700220289,31.492335324906364,0.756658801321378,0.5700017152039941,0.4252841203228417,0.31060993450857904
13,2.3622235359564767,76.24674605668147,0.1742481291294098,0.0003487929643597454,8.39237407998012,31.42966043540236,0.7541777761087536,0.5675468758842273,0.4245746276519616,0.3116254354211522
14,2.3514072512566626,76.38793853415216,0.1742185652256012,0.00034928706008940935,8.456398087204617,31.37274322196068,0.7502187145170597,0.5634979332636948,0.419482904051411,0.3062232409415749
15,2.3418992303156494,76.52338477338249,0.17429248988628387,0.00035102933179587126,8.405150262510004,31.324811871820884,0.7538997083450936,0.5668246191181159,0.4214834772409246,0.30822576491898457
16,2.3320331883224696,76.66992390435728,0.17443904280662537,0.0003486108034849167,8.454446559322896,31.55290808023141,0.7532267747260993,0.5678806805796348,0.423791496023416,0.3103380911896041
17,2.323890955882314,76.78671135593314,0.174187570810318,0.0003477689460851252,8.444218855448717,31.606574553600574,0.7543306204733816,0.5698284403123574,0.4269126311685489,0.31342527085610705
18,2.3157642881029865,76.89307789217433,0.1742362082004547,0.0003432774101383984,8.470196012775899,31.52893320302459,0.7535254905642663,0.5697497827998861,0.42755634972987944,0.31427101190699375
19,2.308305099011849,76.99486294919691,0.17426186800003052,0.0003511764225549996,8.440925435443022,31.57911436617001,0.7528979943444634,0.5677063999617623,0.4244071589051088,0.31188728374800606
20,2.2636980572403416,77.74298328617147,0.3929123282432556,0.00023395642347168177,8.316686014195996,32.04076900069413,0.7642734442823104,0.5825839335101953,0.4396523327142731,0.3256641580266416
21,2.1958778752663326,78.8399197742796,0.3931487500667572,0.00023713521659374237,8.362913697325522,32.38574043025081,0.7735344379225797,0.5950683262004646,0.45149221033639386,0.335121081660688
22,2.149167354301783,79.57418085040915,0.3926578164100647,0.00023138581309467554,8.31318856837853,32.38593516849967,0.7715607364233509,0.594802468539931,0.45189121871764953,0.33529432063361525
23,2.110929806879409,80.15401496758574,0.39279603958129883,0.000238717402680777,8.282706782058087,32.54216656659332,0.7770467428677632,0.5999469927753457,0.4565429836226417,0.33988493002516246
24,2.0786506415696535,80.65498931075551,0.39276278018951416,0.00022591897868551314,8.373521242242186,32.462649772299095,0.7768891033254157,0.5993236588267333,0.45651632665227027,0.34118702943326035
25,2.0511817031400468,81.06355310818041,0.3926699161529541,0.00023485394194722176,8.458250119411302,32.50293762534799,0.7715501294857565,0.5944032558072064,0.4531501376349853,0.3393227788580233
26,2.0260574772816042,81.45093855406377,0.39285406470298767,0.00022791780065745115,8.482769026805125,32.47747260953767,0.7751739017222781,0.5962992854172718,0.4526151733669075,0.3373576110257518
27,2.003032775707998,81.78914244164471,0.39313018321990967,0.00022405579511541873,8.447128397019,32.46477097341448,0.7805522749001743,0.6048862792500731,0.46064256337980874,0.3438961862218404
28,1.9812678741770202,82.10958681593783,0.3929831385612488,0.00022809632355347276,8.411746521206096,32.49791320708333,0.77863707688859,0.601087419697898,0.45749750910229364,0.3405646519814178
29,1.961677014443685,82.41642843204214,0.3929307460784912,0.00022664466814603657,8.58959470221048,32.16683657312031,0.7743974132863022,0.5970576615168379,0.45413456981059636,0.3382556976303751
30,1.9429287887899005,82.70312752775219,0.3931261897087097,0.00022848075604997575,8.588485613961547,32.340904981433994,0.7757646492154356,0.5980021839568076,0.4549435394920207,0.33961666916068284
