epoch,trainLoss,trainTop5Acc,trainBatchTime,trainDataTime,valLoss,valTop5Acc,bleu1,bleu2,bleu3,bleu4
0,4.424953680902996,45.472805235838415,0.15595896538895077,0.001444709326412632,3.756161456285203,55.8212459126352,0.5580112350129958,0.32514505407386723,0.17804853649894478,0.09145803965756248
1,3.585782664419028,56.88078311893478,0.15096412335377513,0.0007715647154525399,3.4182711173275284,60.211285319024064,0.5872893435063302,0.3586002912335887,0.20804117536527406,0.11489659823098965
2,3.2923981482316504,60.63445046264952,0.1527516785969358,0.0008783831016849607,3.226489601093675,62.70646432464157,0.6021463905424667,0.3780233083646384,0.22477337096031882,0.1263474914637519
3,3.1020911961316364,63.142913563529675,0.1531576678188625,0.0006479538325816075,3.0871491850656825,64.52586568290434,0.6165842206757777,0.39502511743215457,0.2411221009464643,0.14067896697129054
4,2.962381524026488,65.03300609343263,0.15346543977001328,0.0005676177010607363,3.0242992981187635,65.5403705877421,0.6231072356837428,0.3999423171656663,0.245553016806935,0.14459164589822224
5,2.85430993663958,66.5490295644324,0.15203089398870082,0.0005821500505719866,2.9611385565706816,66.44587909784522,0.6254716190156787,0.40346220482667383,0.2490511980796875,0.14868675214424626
6,2.7654419718962227,67.82216204017152,0.14950854920629245,0.000743713206065489,2.9162321900965593,67.16022470025992,0.6298314748050642,0.41081590066584006,0.25586470492940133,0.15365420085057477
7,2.6888878668647296,69.06651997291807,0.15108794494986788,0.000627290465430156,2.8870472198061585,67.80414186299991,0.6334367401693636,0.4124400303729818,0.25717495822344827,0.15270735988145517
8,2.6251713276151554,70.09111938614308,0.14915203844814667,0.0006858649284346525,2.8558415553111427,68.32564769011486,0.6410329504485621,0.41831339596667216,0.26278345764197153,0.15838770807952732
9,2.568808116952659,70.7932746558339,0.14887388987836045,0.0008613933632368727,2.8380197659036166,68.52519493585982,0.6395908443028423,0.41896177288152037,0.2627533180098271,0.15790519611473408
10,2.5168907600650665,71.69544120965922,0.1527587615096493,0.0006536837579853245,2.8224938690367534,69.0752075123669,0.6429445795254465,0.4228649099371757,0.26503762070846026,0.15931693936562066
11,2.473821390927497,72.27121417287294,0.15163090640802118,0.0007446040985172491,2.8081418941234255,69.11377546742685,0.6428104301165423,0.4243762050660517,0.2672597824343732,0.16129127626941114
12,2.428330009979982,73.03176483863687,0.15007424278299947,0.0006680869852810271,2.79894383318458,69.37201307956737,0.6477068835415444,0.42807157052971256,0.270588669753135,0.1632539744837446
13,2.389960225692212,73.63856917174452,0.14831693340212043,0.000600203522232804,2.8050339072390513,69.6386350297644,0.6462312400435986,0.42589289096262317,0.26792478076431814,0.16256755749583446
14,2.35459221659026,74.13027533288196,0.15213812414262848,0.0008598240707983086,2.7907349581729237,69.77949190911377,0.6475559654565272,0.42843686200482317,0.2723080799766315,0.16607019157433725
15,2.322707070722332,74.70520198600768,0.1525073460678556,0.0007063567257130833,2.795620484202988,69.77110757105727,0.6455940303513038,0.425613462586454,0.2687491055280916,0.1627770393962178
16,2.2873435752803033,75.25220040622884,0.15186388533252643,0.0007274765958155651,2.7868663945481513,69.99748469858305,0.648226712501048,0.42917044374931007,0.272375555610164,0.1664799465418662
